103.91.219.19:443#地区随机 | 美国 US | SJC | 103.91.219.19:443
104.18.47.121:443#麒麟优选 | 电信 | 104.18.47.121 | 44.02ms | 68.20mb/s
172.64.151.217:443#麒麟优选 | 电信 | 172.64.151.217 | 43.07ms | 68.14mb/s
172.64.152.85:443#麒麟优选 | 电信 | 172.64.152.85 | 44.31ms | 67.29mb/s
104.18.46.200:443#麒麟优选 | 电信 | 104.18.46.200 | 44.59ms | 66.60mb/s
104.18.40.155:443#麒麟优选 | 电信 | 104.18.40.155 | 44.22ms | 65.94mb/s
104.18.39.107:443#麒麟优选 | 电信 | 104.18.39.107 | 44.52ms | 43.91mb/s
104.26.12.186:443#麒麟优选 | 联通 | 104.26.12.186 | 64.67ms | 34.82mb/s
162.159.152.58:443#麒麟优选 | 联通 | 162.159.152.58 | 66.68ms | 32.90mb/s
162.159.154.147:443#麒麟优选 | 联通 | 162.159.154.147 | 65.17ms | 21.07mb/s
104.26.9.101:443#麒麟优选 | 联通 | 104.26.9.101 | 66.44ms | 15.01mb/s
162.159.156.88:443#麒麟优选 | 联通 | 162.159.156.88 | 66.97ms | 10.26mb/s
104.26.6.251:443#麒麟优选 | 联通 | 104.26.6.251 | 67.12ms | 9.67mb/s
162.159.139.219:443#麒麟优选 | 联通 | 162.159.139.219 | 63.74ms | 8.98mb/s
104.26.13.224:443#麒麟优选 | 联通 | 104.26.13.224 | 65.87ms | 8.79mb/s
162.159.153.193:443#麒麟优选 | 联通 | 162.159.153.193 | 66.88ms | 8.46mb/s
104.26.5.67:443#麒麟优选 | 联通 | 104.26.5.67 | 66.42ms | 7.94mb/s
104.17.211.75:443#麒麟优选 | 移动 | 104.17.211.75 | 56.26ms | 0.27mb/s
104.17.170.210:443#麒麟优选 | 移动 | 104.17.170.210 | 57.00ms | 0.23mb/s
104.17.184.0:443#麒麟优选 | 移动 | 104.17.184.0 | 54.05ms | 0.19mb/s
104.17.179.24:443#麒麟优选 | 移动 | 104.17.179.24 | 56.24ms | 0.18mb/s
104.19.38.177:443#麒麟优选 | 移动 | 104.19.38.177 | 57.51ms | 0.18mb/s
104.19.150.119:443#麒麟优选 | 移动 | 104.19.150.119 | 53.34ms | 0.17mb/s
104.17.218.33:443#麒麟优选 | 移动 | 104.17.218.33 | 55.88ms | 0.17mb/s
104.17.25.24:443#麒麟优选 | 移动 | 104.17.25.24 | 52.49ms | 0.12mb/s
172.64.157.146:443#麒麟优选 | 移动 | 172.64.157.146 | 56.06ms | 0.11mb/s
104.16.245.45:443#麒麟优选 | 移动 | 104.16.245.45 | 53.46ms | 0.10mb/s
172.64.151.231:443#麒麟优选 | 多线 | 172.64.151.231 | 69.55ms | 24.47mb/s
172.64.149.101:443#麒麟优选 | 多线 | 172.64.149.101 | 69.54ms | 16.85mb/s
172.64.154.208:443#麒麟优选 | 多线 | 172.64.154.208 | 71.47ms | 14.47mb/s
104.18.40.245:443#麒麟优选 | 多线 | 104.18.40.245 | 66.92ms | 14.40mb/s
172.64.150.163:443#麒麟优选 | 多线 | 172.64.150.163 | 69.42ms | 14.34mb/s
172.64.229.172:443#麒麟优选 | 多线 | 172.64.229.172 | 37.05ms | 14.27mb/s
172.64.152.49:443#麒麟优选 | 多线 | 172.64.152.49 | 70.60ms | 13.83mb/s
104.18.38.82:443#麒麟优选 | 多线 | 104.18.38.82 | 69.99ms | 7.78mb/s
104.18.47.85:443#麒麟优选 | 多线 | 104.18.47.85 | 68.82ms | 0.61mb/s
104.18.41.106:443#麒麟优选 | 多线 | 104.18.41.106 | 70.34ms | 0.13mb/s
38.207.184.202:443#Mia优选 | 多哥 TG | 38.207.184.202:443
43.168.16.112:443#Mia优选 | 多哥 TG | 43.168.16.112:443
43.175.131.30:443#Mia优选 | 多哥 TG | 43.175.131.30:443
47.83.14.42:8443#Mia优选 | 多哥 TG | 47.83.14.42:8443
68.64.178.52:443#Mia优选 | 多哥 TG | 68.64.178.52:443
43.213.230.249:443#Mia优选 | 多哥 TG | 43.213.230.249:443
60.249.101.167:443#Mia优选 | 多哥 TG | 60.249.101.167:443
114.32.9.249:443#Mia优选 | 多哥 TG | 114.32.9.249:443
15.232.155.235:443#Mia优选 | 多哥 TG | 15.232.155.235:443
107.191.53.84:443#Mia优选 | 多哥 TG | 107.191.53.84:443
167.179.111.237:443#Mia优选 | 多哥 TG | 167.179.111.237:443
198.13.32.250:443#Mia优选 | 多哥 TG | 198.13.32.250:443
202.144.194.170:443#Mia优选 | 多哥 TG | 202.144.194.170:443
202.182.104.22:443#Mia优选 | 多哥 TG | 202.182.104.22:443
207.148.107.36:443#Mia优选 | 多哥 TG | 207.148.107.36:443
43.108.46.150:8443#Mia优选 | 多哥 TG | 43.108.46.150:8443
43.131.247.123:8443#Mia优选 | 多哥 TG | 43.131.247.123:8443
43.133.237.158:8443#Mia优选 | 多哥 TG | 43.133.237.158:8443
43.200.87.5:443#Mia优选 | 多哥 TG | 43.200.87.5:443
47.80.57.116:443#Mia优选 | 多哥 TG | 47.80.57.116:443
110.10.178.240:443#Mia优选 | 多哥 TG | 110.10.178.240:443
119.28.162.39:8443#Mia优选 | 多哥 TG | 119.28.162.39:8443
129.154.50.72:8443#Mia优选 | 多哥 TG | 129.154.50.72:8443
134.185.99.52:443#Mia优选 | 多哥 TG | 134.185.99.52:443
168.107.0.210:443#Mia优选 | 多哥 TG | 168.107.0.210:443
168.110.112.196:8443#Mia优选 | 多哥 TG | 168.110.112.196:8443
211.110.208.116:443#Mia优选 | 多哥 TG | 211.110.208.116:443
56.69.45.182:443#Mia优选 | 多哥 TG | 56.69.45.182:443
108.165.177.214:443#Mia优选 | 多哥 TG | 108.165.177.214:443
168.93.198.146:8443#Mia优选 | 多哥 TG | 168.93.198.146:8443
198.20.153.110:443#Mia优选 | 多哥 TG | 198.20.153.110:443
8.219.97.25:443#Mia优选 | 多哥 TG | 8.219.97.25:443
18.139.143.168:443#Mia优选 | 多哥 TG | 18.139.143.168:443
43.160.203.174:443#Mia优选 | 多哥 TG | 43.160.203.174:443
43.160.214.98:443#Mia优选 | 多哥 TG | 43.160.214.98:443
52.221.4.213:443#Mia优选 | 多哥 TG | 52.221.4.213:443
52.221.53.171:443#Mia优选 | 多哥 TG | 52.221.53.171:443
54.169.146.255:443#Mia优选 | 多哥 TG | 54.169.146.255:443
140.245.38.33:2096#Mia优选 | 多哥 TG | 140.245.38.33:2096
160.25.74.124:443#Mia优选 | 多哥 TG | 160.25.74.124:443
160.25.75.40:443#Mia优选 | 多哥 TG | 160.25.75.40:443
107.191.53.84:443#洛璃优选 | 小日本儿 JP | 107.191.53.84:443
108.165.177.214:443#洛璃优选 | 马来西亚 MY | 108.165.177.214:443
110.10.178.240:443#洛璃优选 | 韩国 KR | 110.10.178.240:443
114.32.9.249:443#洛璃优选 | 中国台湾 TW | 114.32.9.249:443
119.28.162.39:8443#洛璃优选 | 韩国 KR | 119.28.162.39:8443
15.232.155.235:443#洛璃优选 | 印尼 ID | 15.232.155.235:443
160.25.74.124:443#洛璃优选 | 越南 VN | 160.25.74.124:443
160.25.75.40:443#洛璃优选 | 越南 VN | 160.25.75.40:443
18.139.143.168:443#洛璃优选 | 新加坡 SG | 18.139.143.168:443
185.48.251.100:443#洛璃优选 | 塞尔维亚 RS | 185.48.251.100:443
198.20.153.110:443#洛璃优选 | 马来西亚 MY | 198.20.153.110:443
202.144.194.170:443#洛璃优选 | 小日本儿 JP | 202.144.194.170:443
202.182.104.22:443#洛璃优选 | 小日本儿 JP | 202.182.104.22:443
207.148.107.36:443#洛璃优选 | 小日本儿 JP | 207.148.107.36:443
43.108.46.150:8443#洛璃优选 | 韩国 KR | 43.108.46.150:8443
43.131.247.123:8443#洛璃优选 | 韩国 KR | 43.131.247.123:8443
43.133.237.158:8443#洛璃优选 | 韩国 KR | 43.133.237.158:8443
43.160.214.98:443#洛璃优选 | 新加坡 SG | 43.160.214.98:443
43.168.16.112:443#洛璃优选 | 中国香港 HK | 43.168.16.112:443
43.175.131.30:443#洛璃优选 | 中国香港 HK | 43.175.131.30:443
43.200.87.5:443#洛璃优选 | 韩国 KR | 43.200.87.5:443
43.213.230.249:443#洛璃优选 | 中国台湾 TW | 43.213.230.249:443
47.80.57.116:443#洛璃优选 | 韩国 KR | 47.80.57.116:443
47.83.14.42:8443#洛璃优选 | 中国香港 HK | 47.83.14.42:8443
52.221.4.213:443#洛璃优选 | 新加坡 SG | 52.221.4.213:443
52.221.53.171:443#洛璃优选 | 新加坡 SG | 52.221.53.171:443
54.169.146.255:443#洛璃优选 | 新加坡 SG | 54.169.146.255:443
56.69.45.182:443#洛璃优选 | 马来西亚 MY | 56.69.45.182:443
68.64.178.52:443#洛璃优选 | 中国香港 HK | 68.64.178.52:443
8.219.97.25:443#洛璃优选 | 新加坡 SG | 8.219.97.25:443
